0.00000,16.00000
0.00754,16.00000
0.01508,16.00000
0.02261,16.00000
0.03015,16.00000
0.03769,16.00000
0.04523,16.00000
0.05276,16.00000
0.06030,16.00000
0.06784,16.00000
0.07538,16.00000
0.08291,16.00000
0.09045,16.00000
0.09799,16.00000
0.10553,16.00000
0.11307,16.00000
0.12060,16.00000
0.12814,16.00000
0.13568,16.00000
0.14322,16.00000
0.15075,16.00000
0.15829,16.00000
0.16583,16.00000
0.17337,16.00000
0.18090,16.00000
0.18844,16.00000
0.19598,16.00000
0.20352,16.00000
0.21106,16.00000
0.21859,16.00000
0.22613,16.00000
0.23367,16.00000
0.24121,16.00000
0.24874,16.00000
0.25628,16.00000
0.26382,16.00000
0.27136,16.00000
0.27889,16.00000
0.28643,16.00000
0.29397,16.00000
0.30151,16.00000
0.30905,16.00000
0.31658,16.00000
0.32412,16.00000
0.33166,6.00000
0.33920,6.00000
0.34673,6.00000
0.35427,6.00000
0.36181,6.00000
0.36935,6.00000
0.37688,6.00000
0.38442,6.00000
0.39196,6.00000
0.39950,6.00000
0.40704,6.00000
0.41457,6.00000
0.42211,6.00000
0.42965,6.00000
0.43719,6.00000
0.44472,5.00000
0.45226,5.00000
0.45980,5.00000
0.46734,5.00000
0.47487,5.00000
0.48241,5.00000
0.48995,5.00000
0.49749,5.00000
0.50503,5.00000
0.51256,5.00000
0.52010,5.00000
0.52764,5.00000
0.53518,5.00000
0.54271,5.00000
0.55025,6.00000
0.55779,6.00000
0.56533,6.00000
0.57286,6.00000
0.58040,6.00000
0.58794,6.00000
0.59548,6.00000
0.60302,6.00000
0.61055,6.00000
0.61809,6.00000
0.62563,6.00000
0.63317,6.00000
0.64070,6.00000
0.64824,6.00000
0.65578,6.00000
0.66332,6.00000
0.67085,6.00000
0.67839,6.00000
0.68593,6.00000
0.69347,6.00000
0.70101,6.00000
0.70854,6.00000
0.71608,6.00000
0.72362,6.00000
0.73116,6.00000
0.73869,6.00000
0.74623,6.00000
0.75377,6.00000
0.76131,6.00000
0.76884,6.00000
0.77638,6.00000
0.78392,5.00000
0.79146,5.00000
0.79899,5.00000
0.80653,5.00000
0.81407,5.00000
0.82161,5.00000
0.82915,5.00000
0.83668,5.00000
0.84422,5.00000
0.85176,5.00000
0.85930,5.00000
0.86683,5.00000
0.87437,5.00000
0.88191,5.00000
0.88945,5.00000
0.89698,5.00000
0.90452,5.00000
0.91206,5.00000
0.91960,5.00000
0.92714,5.00000
0.93467,5.00000
0.94221,5.00000
0.94975,5.00000
0.95729,5.00000
0.96482,5.00000
0.97236,5.00000
0.97990,5.00000
0.98744,5.00000
0.99497,5.00000
1.00251,5.00000
1.01005,5.00000
1.01759,5.00000
1.02513,5.00000
1.03266,5.00000
1.04020,5.00000
1.04774,5.00000
1.05528,5.00000
1.06281,5.00000
1.07035,5.00000
1.07789,5.00000
1.08543,5.00000
1.09296,5.00000
1.10050,5.00000
1.10804,5.00000
1.11558,5.00000
1.12312,5.00000
1.13065,5.00000
1.13819,5.00000
1.14573,5.00000
1.15327,5.00000
1.16080,5.00000
1.16834,5.00000
1.17588,5.00000
1.18342,5.00000
1.19095,5.00000
1.19849,5.00000
1.20603,5.00000
1.21357,5.00000
1.22111,5.00000
1.22864,5.00000
1.23618,16.00000
1.24372,16.00000
1.25126,16.00000
1.25879,16.00000
1.26633,16.00000
1.27387,16.00000
1.28141,16.00000
1.28894,16.00000
1.29648,16.00000
1.30402,16.00000
1.31156,16.00000
1.31910,16.00000
1.32663,16.00000
1.33417,16.00000
1.34171,16.00000
1.34925,16.00000
1.35678,16.00000
1.36432,16.00000
1.37186,16.00000
1.37940,16.00000
1.38693,16.00000
1.39447,16.00000
1.40201,16.00000
1.40955,16.00000
1.41709,16.00000
1.42462,16.00000
1.43216,16.00000
1.43970,16.00000
1.44724,16.00000
1.45477,16.00000
1.46231,16.00000
1.46985,16.00000
1.47739,16.00000
1.48492,16.00000
1.49246,16.00000
1.50000,16.00000
