0.08000,16.00000
0.08015,16.00000
0.08030,16.00000
0.08045,16.00000
0.08060,16.00000
0.08075,16.00000
0.08090,16.00000
0.08106,16.00000
0.08121,16.00000
0.08136,16.00000
0.08151,16.00000
0.08166,16.00000
0.08181,16.00000
0.08196,16.00000
0.08211,16.00000
0.08226,16.00000
0.08241,16.00000
0.08256,16.00000
0.08271,16.00000
0.08286,16.00000
0.08302,16.00000
0.08317,16.00000
0.08332,16.00000
0.08347,16.00000
0.08362,16.00000
0.08377,16.00000
0.08392,16.00000
0.08407,16.00000
0.08422,16.00000
0.08437,16.00000
0.08452,16.00000
0.08467,16.00000
0.08482,16.00000
0.08497,16.00000
0.08513,16.00000
0.08528,16.00000
0.08543,16.00000
0.08558,16.00000
0.08573,16.00000
0.08588,14.00000
0.08603,14.00000
0.08618,14.00000
0.08633,14.00000
0.08648,14.00000
0.08663,14.00000
0.08678,14.00000
0.08693,14.00000
0.08709,14.00000
0.08724,14.00000
0.08739,14.00000
0.08754,14.00000
0.08769,14.00000
0.08784,14.00000
0.08799,14.00000
0.08814,14.00000
0.08829,14.00000
0.08844,14.00000
0.08859,14.00000
0.08874,14.00000
0.08889,14.00000
0.08905,14.00000
0.08920,14.00000
0.08935,14.00000
0.08950,14.00000
0.08965,14.00000
0.08980,14.00000
0.08995,14.00000
0.09010,14.00000
0.09025,14.00000
0.09040,14.00000
0.09055,12.00000
0.09070,12.00000
0.09085,12.00000
0.09101,12.00000
0.09116,12.00000
0.09131,12.00000
0.09146,12.00000
0.09161,12.00000
0.09176,12.00000
0.09191,12.00000
0.09206,12.00000
0.09221,12.00000
0.09236,12.00000
0.09251,12.00000
0.09266,12.00000
0.09281,12.00000
0.09296,12.00000
0.09312,12.00000
0.09327,12.00000
0.09342,12.00000
0.09357,12.00000
0.09372,12.00000
0.09387,12.00000
0.09402,12.00000
0.09417,12.00000
0.09432,12.00000
0.09447,12.00000
0.09462,12.00000
0.09477,10.00000
0.09492,10.00000
0.09508,10.00000
0.09523,10.00000
0.09538,10.00000
0.09553,10.00000
0.09568,8.00000
0.09583,8.00000
0.09598,8.00000
0.09613,8.00000
0.09628,8.00000
0.09643,8.00000
0.09658,8.00000
0.09673,8.00000
0.09688,8.00000
0.09704,8.00000
0.09719,8.00000
0.09734,8.00000
0.09749,8.00000
0.09764,4.00000
0.09779,4.00000
0.09794,4.00000
0.09809,4.00000
0.09824,4.00000
0.09839,4.00000
0.09854,4.00000
0.09869,4.00000
0.09884,4.00000
0.09899,4.00000
0.09915,4.00000
0.09930,4.00000
0.09945,4.00000
0.09960,4.00000
0.09975,4.00000
0.09990,4.00000
0.10005,4.00000
0.10020,4.00000
0.10035,4.00000
0.10050,4.00000
0.10065,4.00000
0.10080,4.00000
0.10095,4.00000
0.10111,4.00000
0.10126,4.00000
0.10141,4.00000
0.10156,4.00000
0.10171,4.00000
0.10186,4.00000
0.10201,4.00000
0.10216,4.00000
0.10231,4.00000
0.10246,4.00000
0.10261,4.00000
0.10276,4.00000
0.10291,4.00000
0.10307,4.00000
0.10322,4.00000
0.10337,4.00000
0.10352,4.00000
0.10367,4.00000
0.10382,4.00000
0.10397,4.00000
0.10412,4.00000
0.10427,4.00000
0.10442,4.00000
0.10457,4.00000
0.10472,4.00000
0.10487,4.00000
0.10503,4.00000
0.10518,4.00000
0.10533,4.00000
0.10548,4.00000
0.10563,4.00000
0.10578,4.00000
0.10593,4.00000
0.10608,4.00000
0.10623,4.00000
0.10638,4.00000
0.10653,4.00000
0.10668,4.00000
0.10683,4.00000
0.10698,4.00000
0.10714,4.00000
0.10729,4.00000
0.10744,4.00000
0.10759,4.00000
0.10774,4.00000
0.10789,4.00000
0.10804,4.00000
0.10819,4.00000
0.10834,4.00000
0.10849,4.00000
0.10864,4.00000
0.10879,4.00000
0.10894,4.00000
0.10910,4.00000
0.10925,4.00000
0.10940,4.00000
0.10955,4.00000
0.10970,4.00000
0.10985,4.00000
0.11000,4.00000
